LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
1000985008,"KENNETH COTE SALON, INC.",PROVIDENCE,RI,2906,BANK OF AMERICA NATL ASSOC,NC,0,14-Apr-97,1997,12,32,1,0,0,1,0,0,N,,31-Oct-97,"$10,000.00",$0.00,P I F,$0.00,"$10,000.00","$5,000.00"
1000995000,"E and V Oil Company, Inc.",Seekonk (Town of),MA,2771,BANK OF AMERICA NATL ASSOC,MA,454311,15-Apr-97,1997,12,5,1,0,0,1,0,0,N,,31-Jan-98,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1001005009,Valencia Liquor Store,Valencia,CA,91321,WELLS FARGO BANK NATL ASSOC,SD,445310,21-Apr-97,1997,84,9,1,0,0,1,0,0,N,,30-Nov-97,"$7,085.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001015001,The Cheese Box,Moses Lake,WA,98837,WELLS FARGO BANK NATL ASSOC,SD,445310,21-Apr-97,1997,84,6,1,0,0,1,0,0,N,01-Oct-02,28-Feb-98,"$10,000.00",$0.00,CHGOFF,"$9,161.00","$10,000.00","$5,000.00"
1001024008,ROTHWELL LANDSCAPE,MANHATTAN,KS,66502,LANDMARK NATIONAL BANK,KS,0,28-Feb-97,1997,84,5,2,0,0,1,0,N,Y,,31-Mar-97,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$40,000.00"
1001025004,Spirit Aviation Services Ltd.,Kansas City,MO,64116,WELLS FARGO BANK NATL ASSOC,SD,0,28-Apr-97,1997,84,5,1,0,0,1,0,0,N,,30-Nov-97,"$20,000.00",$0.00,P I F,$0.00,"$20,000.00","$10,000.00"
1001034000,CD WAREHOUSE,GREENWOOD,IN,46142,"PNC BANK, NATIONAL ASSOCIATION",IN,451220,28-Feb-97,1997,66,2,2,0,0,10656,0,N,Y,,31-Aug-97,"$60,000.00",$0.00,P I F,$0.00,"$60,000.00","$48,000.00"
1001035007,"Design Built, Inc.",Narragansett (census name Narr,RI,2882,BANK OF AMERICA NATL ASSOC,NC,0,29-Apr-97,1997,12,5,1,0,0,1,0,0,N,,30-Jun-98,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1001044003,THE BIKEWAY SOURCE,MAYNARD,MA,1754,BANK OF AMERICA NATL ASSOC,NC,0,28-Feb-97,1997,60,2,2,0,0,1,0,N,Y,,31-May-97,"$45,000.00",$0.00,P I F,$0.00,"$45,000.00","$36,000.00"
1001045010,"Water & Energy Systems, Inc.",Atkinson,NH,3811,BANK OF AMERICA NATL ASSOC,RI,0,01-May-97,1997,12,3,1,0,0,1,0,0,N,,31-Jan-98,"$22,000.00",$0.00,P I F,$0.00,"$22,000.00","$11,000.00"
1001054006,"DAYS INN OF SOUTH BEND, L.P.",SOUTH BEND,IN,46637,"READYCAP LENDING, LLC",CA,0,03-Mar-97,1997,161,20,2,0,0,22470,0,N,N,27-Sep-13,31-May-97,"$2,000,000.00",$0.00,CHGOFF,"$1,311,939.00","$2,000,000.00","$750,000.00"
1001055002,"Water & Energy Systems, Inc.",Atkinson,NH,3811,BANK OF AMERICA NATL ASSOC,RI,0,01-May-97,1997,60,3,1,0,0,1,0,0,N,,28-Feb-98,"$28,000.00",$0.00,P I F,$0.00,"$28,000.00","$14,000.00"
1001064009,"HAIR SYSTEMS, LTD.",BALTIMORE,MD,21224,BANK OF AMERICA NATL ASSOC,NC,0,28-Feb-97,1997,180,2,1,0,0,1,0,N,Y,,30-Jun-97,"$98,500.00",$0.00,P I F,$0.00,"$98,500.00","$78,800.00"
1001065005,Nice Arcadia Inc.,Arcadia,CA,91006,WELLS FARGO BANK NATL ASSOC,SD,0,02-May-97,1997,84,4,1,0,0,1,0,0,N,,31-Dec-97,"$10,000.00",$0.00,P I F,$0.00,"$10,000.00","$5,000.00"
1001074001,RIPLEY'S FURNITURE,TIGARD,OR,97224,UMPQUA BANK,OR,0,28-Feb-97,1997,60,31,1,0,0,1,0,N,N,,30-Apr-97,"$450,000.00",$0.00,P I F,$0.00,"$450,000.00","$337,500.00"
1001075008,"Atlantic Boats, Inc.",Wareham,MA,2571,BANK OF AMERICA NATL ASSOC,NC,441222,02-May-97,1997,12,5,1,0,0,1,0,0,N,,31-May-98,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1001084004,K.S.A. BEAUTY ACADEMY,JACKSON,MI,49201,"FIRSTMERIT BANK, N.A.",MI,0,28-Feb-97,1997,240,3,2,0,0,1,0,N,Y,,30-Jun-97,"$83,000.00",$0.00,P I F,$0.00,"$83,000.00","$66,400.00"
1001085000,"City Farm, Inc.",Boston,MA,2131,BANK OF AMERICA NATL ASSOC,NC,453110,02-May-97,1997,12,3,1,0,0,1,0,0,N,,30-Sep-97,"$30,000.00",$0.00,P I F,$0.00,"$30,000.00","$15,000.00"
1001094007,CHESAPEAKE BAGEL BAKERY,HUNTINGTON,WV,25701,THE HUNTINGTON NATIONAL BANK,WV,0,28-Feb-97,1997,71,19,2,0,0,16267,0,N,N,01-Mar-01,31-May-97,"$180,000.00",$0.00,CHGOFF,"$114,857.00","$180,000.00","$135,000.00"
1001095003,Eggs By Byrd,Wappapello,MO,0,WELLS FARGO BANK NATL ASSOC,SD,451120,02-May-97,1997,4,3,1,0,0,1,0,0,N,01-Jan-02,31-Aug-97,"$20,000.00",$0.00,CHGOFF,"$17,869.00","$20,000.00","$10,000.00"
1001105004,Good Earth Produce Inc.,Olney,MD,20832,WELLS FARGO BANK NATL ASSOC,SD,445230,05-May-97,1997,84,20,1,0,0,1,0,0,N,,31-Oct-97,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1001114000,"LARSON TRUCKING CO., INC.",MERIDIAN,ID,83642,WELLS FARGO BANK NATL ASSOC,SD,0,28-Feb-97,1997,300,12,1,0,0,1,0,0,N,,29-Feb-00,"$290,000.00",$0.00,P I F,$0.00,"$290,000.00","$217,500.00"
1001115007,"Surfaceworks, Inc.",Watertown (Town of),MA,2172,BANK OF AMERICA NATL ASSOC,NC,0,06-May-97,1997,12,3,1,0,0,1,0,0,N,,31-Jul-00,"$10,000.00",$0.00,P I F,$0.00,"$10,000.00","$5,000.00"
1001116003,ONE BITE JAPANESE GRILL,OVERLAND PARK,KS,66213,VALLEY VIEW STATE BANK,KS,722110,07-Feb-06,2006,60,8,2,0,0,1,1,N,N,,31-Mar-06,"$95,000.00",$0.00,P I F,$0.00,"$95,000.00","$80,750.00"
1001124003,JOHNNY LEE SMITH DDS,SUN CITY,AZ,85351,WELLS FARGO BANK NATL ASSOC,SD,621210,28-Feb-97,1997,120,6,1,0,0,1,0,0,N,,30-Apr-97,"$345,000.00",$0.00,P I F,$0.00,"$345,000.00","$258,750.00"
1001125010,Yudda International Corporatio,Alhambra,CA,91803,WELLS FARGO BANK NATL ASSOC,SD,0,06-May-97,1997,84,16,1,0,0,1,0,0,N,,31-Oct-97,"$20,420.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001134006,"VENTURE SALES, INC.",BOISE,ID,83714,WELLS FARGO BANK NATL ASSOC,SD,421310,28-Feb-97,1997,96,7,1,0,0,1,0,N,N,,31-Jul-97,"$230,000.00",$0.00,P I F,$0.00,"$230,000.00","$172,500.00"
1001136009,"SPOHN, INC DBA CULVER'S OF MT",MT PLEASANT,MI,48858,WISCONSIN BANK & TRUST,WI,722211,07-Feb-06,2006,93,50,2,0,0,21425,2,N,N,,28-Feb-06,"$150,000.00",$0.00,P I F,$0.00,"$150,000.00","$127,500.00"
1001144009,DILLON DAM BREWERY,DILLON,CO,80435,WELLS FARGO BANK NATL ASSOC,SD,722410,28-Feb-97,1997,288,3,1,0,0,1,0,0,N,,31-Mar-97,"$1,230,000.00",$0.00,P I F,$0.00,"$1,230,000.00","$749,992.00"
1001145005,Classic Motorsports Collectibl,Des Moines,IA,60310,WELLS FARGO BANK NATL ASSOC,SD,421110,09-May-97,1997,84,3,1,0,0,1,0,0,N,,30-Sep-97,"$49,403.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1001146001,FOOD SOLUTIONS,PASADENA,CA,91011,MUFG UNION BANK NATL ASSOC,CA,722310,07-Feb-06,2006,84,60,1,0,0,1,1,N,N,,31-Mar-06,"$122,977.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1001154001,ALL TUNE & LUBE CENTER #1148,GARDEN GROVE,CA,92644,"READYCAP LENDING, LLC",CA,811111,28-Feb-97,1997,84,1,2,0,0,3490,0,0,N,,31-May-97,"$95,000.00",$0.00,P I F,$0.00,"$95,000.00","$76,000.00"
1001155008,Russell Kern Construction Inc.,Sebring,FL,33870,WELLS FARGO BANK NATL ASSOC,SD,233210,09-May-97,1997,84,1,1,0,0,1,0,0,N,,28-Feb-98,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001165000,Nehemiah Builders,Briggsdale,CO,80611,WELLS FARGO BANK NATL ASSOC,SD,0,14-May-97,1997,84,1,1,0,0,1,0,0,N,,30-Nov-97,"$10,000.00",$0.00,P I F,$0.00,"$10,000.00","$5,000.00"
1001174007,J&Y POSTNET,THE COLONY,TX,75056,"READYCAP LENDING, LLC",CA,0,28-Feb-97,1997,84,1,2,0,0,66320,0,0,N,,31-Aug-97,"$76,300.00",$0.00,P I F,$0.00,"$76,300.00","$61,040.00"
1001175003,Dides Software Consulting Inc.,California,MD,22741,WELLS FARGO BANK NATL ASSOC,SD,0,16-May-97,1997,84,1,1,0,0,1,0,0,N,,31-Aug-97,"$20,000.00",$0.00,P I F,$0.00,"$20,000.00","$10,000.00"
1001184010,"MALLORY SALES, INC.",JACKSONVILLE,NC,28540,WELLS FARGO BANK NATL ASSOC,NC,0,28-Feb-97,1997,12,19,1,0,0,1,0,N,N,,30-Jun-97,"$200,000.00",$0.00,P I F,$0.00,"$200,000.00","$150,000.00"
1001185006,Whelan & Denehy Inc.,Canton (Town of),MA,2021,WELLS FARGO BANK NATL ASSOC,SD,235310,16-May-97,1997,84,8,1,0,0,1,0,0,N,,30-Nov-97,"$21,701.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001205010,"WYRE TEK, LLC",CRANSTON,RI,2920,SANTANDER BANK NATL ASSOC,DE,0,19-May-97,1997,60,6,1,0,0,1,0,0,N,,31-Mar-98,"$20,000.00",$0.00,P I F,$0.00,"$20,000.00","$10,000.00"
1001214006,"STERLING METAL PRODUCTS, LLC",NEW BRAUNFELS,TX,78132,GE CAP. SMALL BUS. FINAN CORP,TX,0,28-Feb-97,1997,84,8,2,0,0,1,0,0,N,,31-Mar-97,"$1,000,000.00",$0.00,P I F,$0.00,"$1,000,000.00","$750,000.00"
1001224009,PROFESSIONAL PRINTING COMPANY,WICHITA,KS,67213,BANK OF AMERICA NATL ASSOC,NC,0,28-Feb-97,1997,84,5,2,0,0,1,0,N,Y,,30-Sep-97,"$83,400.00",$0.00,P I F,$0.00,"$83,400.00","$66,720.00"
1001225005,Southwest Health Care Inc.,Las Vegas,NV,89102,WELLS FARGO BANK NATL ASSOC,SD,0,20-May-97,1997,84,2,1,0,0,1,0,0,N,,30-Nov-97,"$7,990.00",$0.00,P I F,$0.00,"$10,000.00","$5,000.00"
1001235008,"NEW ENGLAND PAINT & SUPPLY, IN",READING (TOWN OF),MA,1867,DANVERSBANK,MA,0,21-May-97,1997,84,4,0,0,0,1,0,0,N,,31-Mar-99,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1001236004,"LIQUID SUN COMPANY, LLC",BRANDON,FL,33511,THE BANK OF TAMPA,FL,713940,07-Feb-06,2006,84,5,2,0,0,1,1,N,N,,30-Apr-06,"$275,000.00",$0.00,P I F,$0.00,"$275,000.00","$206,250.00"
1001244004,EUROPEAN AUTO CENTER,EL CERRITO,CA,94530,GE CAP. SMALL BUS. FINAN CORP,TX,441120,28-Feb-97,1997,120,10,1,0,0,1,0,0,N,,31-Mar-97,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$37,500.00"
1001245000,"Kinoo, Inc.",Cambridge,MA,2130,BANK OF AMERICA NATL ASSOC,NC,541310,22-May-97,1997,12,1,1,0,0,1,0,0,N,,31-Jul-00,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1001255003,"Kentron Technologies, Inc.",Reading (Town of),MA,1867,BANK OF AMERICA NATL ASSOC,NC,334113,23-May-97,1997,12,4,1,0,0,1,0,0,N,,30-Jun-98,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1001264010,STANDARD PRINTING & LITHOGRAPH,HOUSTON,TX,77055,WELLS FARGO BANK NATL ASSOC,TX,0,28-Feb-97,1997,180,6,1,0,0,1,0,0,N,,31-May-97,"$157,500.00",$0.00,P I F,$0.00,"$157,500.00","$118,125.00"
1001265006,"Ferguson Animal Enterprises, I",NORTH PROVIDENCE,RI,2904,BANK OF AMERICA NATL ASSOC,NC,541940,23-May-97,1997,12,18,1,0,0,1,0,0,N,,31-Jan-98,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1001274002,RUBINS DELI & GRILL,CHARLOTTE,NC,28273,FIFTH THIRD BANK,NC,0,28-Feb-97,1997,60,7,2,0,0,1,0,N,Y,,31-May-02,"$65,000.00",$0.00,P I F,$0.00,"$65,000.00","$52,000.00"
1001275009,"North Hill Construction Co., I",Lynnfield (Town of),MA,1940,BANK OF AMERICA NATL ASSOC,NC,0,23-May-97,1997,12,5,1,0,0,1,0,0,N,,30-Jun-98,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001284005,"UNITED APPRAISAL SERVICES, INC",TOLEDO,OH,43608,KEYBANK NATIONAL ASSOCIATION,OH,0,28-Feb-97,1997,120,4,1,0,0,1,0,0,N,,31-Aug-97,"$31,600.00",$0.00,P I F,$0.00,"$31,600.00","$15,800.00"
1001285001,R.E. Stegall & Associates Inc.,Charlotte,NC,28204,WELLS FARGO BANK NATL ASSOC,SD,541810,29-May-97,1997,84,12,1,0,0,1,0,0,N,,31-Mar-01,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001294008,PRISMA ELEC. POWDERCOATING,CHICO,CA,95926,"RABOBANK, NATIONAL ASSOCIATION",CA,0,28-Feb-97,1997,300,5,1,0,0,1,0,N,N,,31-May-97,"$270,000.00",$0.00,P I F,$0.00,"$270,000.00","$202,500.00"
1001295004,Innovations,Northboro (RR name for Northbo,MA,1532,BANK OF AMERICA NATL ASSOC,NC,0,05-Jun-97,1997,60,7,1,0,0,1,0,0,N,,31-Oct-97,"$20,000.00",$0.00,P I F,$0.00,"$20,000.00","$10,000.00"
1001304009,"UNITED APPRAISAL SERVICES, INC",TOLEDO,OH,43608,KEYBANK NATIONAL ASSOCIATION,OH,0,28-Feb-97,1997,60,4,1,0,0,1,0,0,N,,31-May-97,"$10,500.00",$0.00,P I F,$0.00,"$10,500.00","$5,250.00"
1001305005,Provincetown General Store,Provincetown (Town of),MA,2657,BANK OF AMERICA NATL ASSOC,NC,0,09-Jun-97,1997,12,3,1,0,0,1,0,0,N,,31-Jan-98,"$10,000.00",$0.00,P I F,$0.00,"$10,000.00","$5,000.00"
1001314001,"NICHOLS, BROSCH, SANDOVAL & AS",CORAL GABLES,FL,33134,FLORIDA BUS. DEVEL CORP,FL,541310,28-Feb-97,1997,240,18,1,15,0,1,0,N,N,,17-Sep-97,"$500,000.00",$0.00,P I F,$0.00,"$500,000.00","$500,000.00"
1001315008,Keyboard Instrument Rentals,New York,NY,10019,WELLS FARGO BANK NATL ASSOC,SD,0,12-Jun-97,1997,84,2,1,0,0,1,0,0,N,,31-May-98,"$20,000.00",$0.00,P I F,$0.00,"$20,000.00","$10,000.00"
1001324004,JAMES A. & EILEEN M. WRAITH,PHOENIX,AZ,85024,NATIONAL BANK OF ARIZONA,AZ,0,28-Feb-97,1997,84,1,2,0,0,1,0,0,N,,30-Apr-97,"$60,000.00",$0.00,P I F,$0.00,"$60,000.00","$48,000.00"
1001325000,"Arctic Air Service Co., Inc.",Upper Marlboro (Marlboro),MD,20772,WELLS FARGO BANK NATL ASSOC,SD,0,12-Jun-97,1997,84,10,1,0,0,1,0,0,N,,31-Aug-98,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001334007,HOEY'S AUTO SALES,CHARLOTTE,NC,28206,WELLS FARGO BANK NATL ASSOC,SD,441120,28-Feb-97,1997,300,1,1,0,0,1,0,0,N,,30-Apr-97,"$221,000.00",$0.00,P I F,$0.00,"$221,000.00","$165,750.00"
1001335003,"JUDSON ENGINEERING, INC.",RED BLUFF,CA,96080,WELLS FARGO BANK NATL ASSOC,SD,541330,12-Jun-97,1997,84,5,1,0,0,1,0,0,N,,31-May-98,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001344010,AUTOMOTIVE SPECIALTIES,GLEN GARDER,NJ,8826,"TD BANK, NATIONAL ASSOCIATION",NJ,811111,28-Feb-97,1997,240,6,2,0,0,1,0,0,N,,30-Jun-97,"$700,000.00",$0.00,P I F,$0.00,"$700,000.00","$525,000.00"
1001345006,Todd Miller Concrete,Ignacio,CO,81137,WELLS FARGO BANK NATL ASSOC,SD,0,12-Jun-97,1997,84,3,1,0,0,1,0,0,N,,28-Feb-98,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001355009,Edlin & Sons,Worcester,MA,1606,BANK OF AMERICA NATL ASSOC,NC,0,12-Jun-97,1997,12,2,1,0,0,1,0,0,N,,31-Oct-97,"$40,000.00",$0.00,P I F,$0.00,"$40,000.00","$20,000.00"
1001364005,"PATRICIA E. MURPHY, D.D.S.",DEL MAR,CA,92014,WELLS FARGO BANK NATL ASSOC,SD,621210,28-Feb-97,1997,108,2,1,0,0,1,0,0,N,,31-Mar-97,"$112,000.00",$0.00,P I F,$0.00,"$112,000.00","$84,000.00"
1001374008,THE LAGUNITAS BREWING COMPANY,PETALUMA,CA,94954,BANK OF AMERICA CALIFORNIA N.A,CA,422810,28-Feb-97,1997,102,10,1,0,0,1,0,0,N,,31-Jul-97,"$80,000.00",$0.00,P I F,$0.00,"$80,000.00","$64,000.00"
1001375004,"King Kong Building Services, I",Denver,CO,80202,WELLS FARGO BANK NATL ASSOC,SD,0,13-Jun-97,1997,84,9,1,0,0,1,0,0,N,,31-Dec-02,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001384000,PERFORMANCE SPECIALTIES INC,OREGON,WI,53575,MCFARLAND STATE BANK,WI,0,28-Feb-97,1997,180,1,1,0,0,1,0,N,N,,31-Aug-97,"$134,200.00",$0.00,P I F,$0.00,"$135,000.00","$101,250.00"
1001385007,Mill City Club,Lawrence,MA,1841,BANK OF AMERICA NATL ASSOC,NC,722410,16-Jun-97,1997,180,2,0,0,0,1,0,0,N,,30-Nov-97,"$70,000.00",$0.00,P I F,$0.00,"$70,000.00","$35,000.00"
1001393007,FISCHER MERLIN INDUSTRIS INC,BOHEMIA,NY,11716,JPMORGAN CHASE BANK NATL ASSOC,NY,0,18-Jun-80,1980,10,22,2,0,0,0,0,N,N,10-Oct-89,12-Aug-80,"$125,000.00",$0.00,CHGOFF,"$7,377.00","$125,000.00","$112,500.00"
1001395010,Rugby Manufacturing & Graphics,New Haven,CT,6530,BANK OF AMERICA NATL ASSOC,NC,541430,17-Jun-97,1997,12,1,1,0,0,1,0,0,N,,31-Oct-97,"$75,000.00",$0.00,P I F,$0.00,"$75,000.00","$37,500.00"
1001405000,NEEB Inc.,Salem,NH,3079,BANK OF AMERICA NATL ASSOC,RI,421810,18-Jun-97,1997,12,1,1,0,0,1,0,0,N,,30-Sep-98,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1001414007,SHIPPERS SUPPLY,LOVELAND,CO,80537,"COLORADO LENDING SOURCE, LTD.",CO,0,28-Feb-97,1997,240,6,1,6,4,1,0,N,N,,11-Feb-98,"$108,000.00",$0.00,P I F,$0.00,"$108,000.00","$108,000.00"
1001415003,NAUTILUS DEVELOPMENT CORPORATI,WARWICK (RR NAME APPONAUG,RI,2889,BANK OF AMERICA NATL ASSOC,NC,0,19-Jun-97,1997,13,1,1,0,0,1,0,0,N,,31-Oct-98,"$20,000.00",$0.00,P I F,$0.00,"$20,000.00","$10,000.00"
1001425006,Northeast Technical Consultant,Guilford (census name for Guil,CT,6437,BANK OF AMERICA NATL ASSOC,RI,0,20-Jun-97,1997,12,3,1,0,0,1,0,0,N,,31-Oct-97,"$20,000.00",$0.00,P I F,$0.00,"$20,000.00","$10,000.00"
1001435009,"Scout Productions, Inc.",Boston,MA,2116,BANK OF AMERICA NATL ASSOC,NC,512110,20-Jun-97,1997,12,3,1,0,0,1,0,0,N,,30-Sep-97,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001445001,"Sarni Cleaners of Boston, Inc.",Boston,MA,2114,BANK OF AMERICA NATL ASSOC,NC,812320,23-Jun-97,1997,60,40,1,0,0,1,0,0,N,,31-Jul-00,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001446008,Crown Coatings LLC,FISHERS (CORPORATE NAME FOR FI,IN,46037,"PNC BANK, NATIONAL ASSOCIATION",DE,332117,07-Feb-06,2006,90,72,2,1,3,1,1,0,N,,31-Mar-06,"$255,000.00",$0.00,P I F,$0.00,"$331,200.00","$248,400.00"
1001454008,WATERFRONT LIVING,LAKE OSWEGO,OR,97034,PACIFIC CONTINENTAL BANK,OR,454110,28-Feb-97,1997,120,1,2,0,0,1,0,0,N,,31-Mar-97,"$300,000.00",$0.00,P I F,$0.00,"$300,000.00","$225,000.00"
1001455004,"Wildflower, Inc.",Walpole,MA,2081,BANK OF AMERICA NATL ASSOC,NC,453110,23-Jun-97,1997,60,4,1,0,0,1,0,0,N,,30-Sep-97,"$20,000.00",$0.00,P I F,$0.00,"$20,000.00","$10,000.00"
1001464000,AMERICAN INDUSTRIAL CASTING,CRANSTON,RI,2910,BANK OF AMERICA NATL ASSOC,RI,331513,28-Feb-97,1997,96,55,1,0,0,1,0,N,N,,31-Jul-97,"$400,000.00",$0.00,P I F,$0.00,"$400,000.00","$300,000.00"
1001474003,CHESTER MANUFACTURING COMPANY,TONAWANDA,NY,14150,MANUFACTURERS & TRADERS TR CO,NY,0,28-Feb-97,1997,240,9,2,0,0,1,0,N,N,,31-Mar-97,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$75,000.00"
1001475010,"BANNEKER INDUSTRIES, INC.",LINCOLN,RI,2865,SANTANDER BANK NATL ASSOC,DE,0,27-Jun-97,1997,60,4,1,0,0,1,0,0,N,,30-Sep-97,"$48,000.00",$0.00,P I F,$0.00,"$48,000.00","$24,000.00"
1001485002,"LBC BILLING, LLC",PROVIDENCE,RI,2908,BANK OF AMERICA NATL ASSOC,NC,514210,02-Jul-97,1997,36,1,0,0,0,1,0,0,N,,30-Apr-99,"$10,000.00",$0.00,P I F,$0.00,"$10,000.00","$5,000.00"
1001494009,THE SPORTS SECTION OF THE N.S.,NEWBURYPORT,MA,1950,DANVERSBANK,MA,541921,28-Feb-97,1997,60,1,2,0,0,77175,0,N,Y,,31-Mar-97,"$31,000.00",$0.00,P I F,$0.00,"$31,000.00","$24,800.00"
1001505006,MILLER INDUSTRIAL SUPPLY CO.,PROVIDENCE,RI,2907,BANK OF AMERICA NATL ASSOC,NC,0,08-Jul-97,1997,12,5,1,0,0,1,0,0,N,,30-Sep-97,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1001506002,TRIPLE J EXCAVATION,LAS CRUCES,NM,88012,COMPASS BANK,TX,238190,07-Feb-06,2006,12,20,2,0,20,1,1,0,N,,28-Feb-06,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1001515009,"A. DeSousa, Inc.",Berkley,MA,2779,BANK OF AMERICA NATL ASSOC,NC,235510,08-Jul-97,1997,12,7,1,0,0,1,0,0,N,,31-May-98,"$40,000.00",$0.00,P I F,$0.00,"$40,000.00","$20,000.00"
1001525001,TGL Trans-Global Leather,Litchfield,NH,3052,BANK OF AMERICA NATL ASSOC,RI,0,09-Jul-97,1997,19,2,1,0,0,1,0,0,N,,31-Aug-00,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1001534008,STEUART MULTI-MEDIA,JESUP,IA,50648,FARMERS STATE BANK,IA,0,28-Feb-97,1997,16,2,1,0,0,1,0,N,Y,28-Oct-03,30-Sep-97,"$50,000.00",$0.00,CHGOFF,"$26,139.00","$50,000.00","$40,000.00"
1001535004,Classic Plumbing & Heating Con,Cambridge,MA,2141,BANK OF AMERICA NATL ASSOC,NC,235110,10-Jul-97,1997,12,12,1,0,0,1,0,0,N,,31-Oct-97,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1001546003,MEDIA ONE DIGITAL IMAGING LLC,GARDEN GROVE,CA,92841,WELLS FARGO BANK NATL ASSOC,CA,541810,07-Feb-06,2006,60,7,1,3,10,1,1,Y,N,,30-Jun-06,"$85,163.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1001554003,DUNKIN' DONUTS,WINSTON-SALEM,NC,27106,"PNC BANK, NATIONAL ASSOCIATION",DE,0,28-Feb-97,1997,120,30,1,0,0,1,0,N,N,,31-Aug-97,"$136,000.00",$0.00,P I F,$0.00,"$136,000.00","$102,000.00"
1001555010,"North American Security, Inc.",Quincy,MA,2269,BANK OF AMERICA NATL ASSOC,NC,0,16-Jul-97,1997,12,25,1,0,0,1,0,0,N,,30-Sep-97,"$50,000.00",$0.00,P I F,$0.00,"$50,000.00","$25,000.00"
1001565002,"MARLEE CASTING CO., INC.",PROVIDENCE,RI,2909,BANK OF AMERICA NATL ASSOC,NC,331524,16-Jul-97,1997,12,20,1,0,0,1,0,0,N,,31-Oct-97,"$15,000.00",$0.00,P I F,$0.00,"$15,000.00","$7,500.00"
1001575005,"NEW ENGLAND MEDICAL DESIGN, IN",COVENTRY (WASHINGTON),RI,2816,BANK OF AMERICA NATL ASSOC,NC,541310,21-Jul-97,1997,12,7,1,0,0,1,0,0,N,,31-Dec-98,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
1001585008,Child Works Child Care Center,Holden (Holden Center),MA,1520,BANK OF AMERICA NATL ASSOC,NC,624410,21-Jul-97,1997,60,32,1,0,0,1,0,Y,N,,30-Sep-97,"$20,000.00",$0.00,P I F,$0.00,"$20,000.00","$10,000.00"
1001594004,CHESTER MANUFACTURING COMPANY,TONAWANDA,NY,14150,MANUFACTURERS & TRADERS TR CO,NY,0,28-Feb-97,1997,84,9,2,0,0,1,0,N,N,,31-Mar-97,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$75,000.00"
1001595000,Stephco Maintenance Systems,Holbrook,MA,2343,BANK OF AMERICA NATL ASSOC,NC,0,24-Jul-97,1997,12,1,1,0,0,1,0,0,N,,30-Sep-97,"$25,000.00",$0.00,P I F,$0.00,"$25,000.00","$12,500.00"
1001605001,Beechwood Publications & Globa,Boston,MA,2119,BANK OF AMERICA NATL ASSOC,NC,0,25-Jul-97,1997,12,1,1,0,0,1,0,0,N,,30-Apr-98,"$100,000.00",$0.00,P I F,$0.00,"$100,000.00","$50,000.00"
